machine_id,current_A,vibration_ms2,state
5,0.105,1.268,MACHINE ON + WORKING
3,0.102,0.782,MACHINE ON (Idle)
1,0.033,0.141,MACHINE OFF
3,0.04,0.408,MACHINE OFF
5,0.083,1.156,MACHINE ON (Idle)
2,0.09,1.193,MACHINE ON (Idle)
2,0.034,0.228,MACHINE OFF
1,0.036,0.01,MACHINE OFF
2,0.121,2.778,MACHINE ON + WORKING
5,0.087,1.329,MACHINE ON (Idle)
1,0.03,0.061,MACHINE OFF
1,0.036,0.11,MACHINE OFF
5,0.118,4.733,MACHINE ON + WORKING
5,0.132,4.248,MACHINE ON + WORKING
2,0.127,2.866,MACHINE ON + WORKING
2,0.084,0.959,MACHINE ON (Idle)
1,0.027,0.189,MACHINE OFF
4,0.031,0.01,MACHINE OFF
5,0.045,0.338,MACHINE OFF
4,0.035,0.116,MACHINE OFF
4,0.1,0.698,MACHINE ON (Idle)
2,0.03,0.198,MACHINE OFF
4,0.086,0.901,MACHINE ON (Idle)
5,0.114,1.316,MACHINE ON (Idle)
3,0.176,1.383,MACHINE ON + WORKING
5,0.173,1.607,MACHINE ON + WORKING
2,0.03,0.152,MACHINE OFF
1,0.142,1.216,MACHINE ON + WORKING
5,0.053,0.535,MACHINE OFF
1,0.16,3.717,MACHINE ON + WORKING
4,0.097,0.695,MACHINE ON (Idle)
1,0.104,0.808,MACHINE ON + WORKING
4,0.038,0.01,MACHINE OFF
4,0.099,0.753,MACHINE ON (Idle)
3,0.031,0.354,MACHINE OFF
3,0.092,0.663,MACHINE ON (Idle)
1,0.034,0.067,MACHINE OFF
4,0.108,0.594,MACHINE ON (Idle)
4,0.189,0.427,MACHINE ON + WORKING
2,0.134,5.81,MACHINE ON + WORKING
5,0.144,1.377,MACHINE ON + WORKING
1,0.045,0.01,MACHINE OFF
5,0.138,0.635,MACHINE ON (Idle)
4,0.041,0.01,MACHINE OFF
5,0.135,2.492,MACHINE ON + WORKING
2,0.063,4.6,MACHINE ON + WORKING
5,0.034,0.36,MACHINE OFF
5,0.171,5.97,MACHINE ON + WORKING
3,0.154,0.576,MACHINE ON + WORKING
2,0.084,1.387,MACHINE ON (Idle)
2,0.118,2.977,MACHINE ON + WORKING
5,0.129,0.912,MACHINE ON (Idle)
2,0.049,0.98,MACHINE ON + WORKING
4,0.041,0.094,MACHINE OFF
3,0.037,0.384,MACHINE OFF
2,0.107,2.285,MACHINE ON + WORKING
2,0.162,6.941,MACHINE ON + WORKING
2,0.108,1.125,MACHINE ON (Idle)
5,0.092,1.183,MACHINE ON (Idle)
4,0.125,0.453,MACHINE ON (Idle)
2,0.041,0.294,MACHINE OFF
4,0.104,0.939,MACHINE ON (Idle)
4,0.159,2.955,MACHINE ON + WORKING
1,0.04,0.138,MACHINE OFF
3,0.023,0.353,MACHINE OFF
3,0.117,1.031,MACHINE ON (Idle)
3,0.034,0.431,MACHINE OFF
2,0.113,0.792,MACHINE ON (Idle)
5,0.04,0.491,MACHINE OFF
5,0.041,0.581,MACHINE OFF
3,0.059,6.991,MACHINE ON + WORKING
1,0.08,0.942,MACHINE ON (Idle)
3,0.084,0.515,MACHINE ON + WORKING
1,0.097,0.9,MACHINE ON (Idle)
2,0.145,0.877,MACHINE ON + WORKING
2,0.03,0.102,MACHINE OFF
2,0.119,2.56,MACHINE ON + WORKING
4,0.04,0.01,MACHINE OFF
1,0.042,0.084,MACHINE OFF
2,0.098,1.076,MACHINE ON (Idle)
5,0.044,0.402,MACHINE OFF
1,0.124,0.452,MACHINE ON (Idle)
4,0.096,0.847,MACHINE ON (Idle)
3,0.108,2.048,MACHINE ON + WORKING
2,0.147,2.602,MACHINE ON + WORKING
3,0.023,0.258,MACHINE OFF
4,0.126,0.492,MACHINE ON (Idle)
3,0.042,0.287,MACHINE OFF
3,0.146,0.347,MACHINE ON + WORKING
2,0.117,0.042,MACHINE ON + WORKING
4,0.108,0.543,MACHINE ON (Idle)
3,0.028,0.214,MACHINE OFF
4,0.051,0.01,MACHINE OFF
5,0.114,1.075,MACHINE ON (Idle)
3,0.086,1.286,MACHINE ON (Idle)
4,0.052,1.098,MACHINE ON + WORKING
3,0.143,5.489,MACHINE ON + WORKING
4,0.034,0.01,MACHINE OFF
1,0.035,0.242,MACHINE OFF
3,0.046,0.388,MACHINE OFF
4,0.024,0.01,MACHINE OFF
2,0.087,0.713,MACHINE ON (Idle)
1,0.042,0.179,MACHINE OFF
3,0.094,1.391,MACHINE ON (Idle)
1,0.133,4.027,MACHINE ON + WORKING
3,0.094,1.089,MACHINE ON (Idle)
5,0.162,5.532,MACHINE ON + WORKING
2,0.024,0.239,MACHINE OFF
2,0.101,4.085,MACHINE ON + WORKING
2,0.079,0.64,MACHINE ON (Idle)
3,0.094,0.982,MACHINE ON (Idle)
2,0.071,0.995,MACHINE ON (Idle)
1,0.114,3.885,MACHINE ON + WORKING
5,0.073,0.741,MACHINE ON (Idle)
2,0.077,0.998,MACHINE ON (Idle)
2,0.042,0.79,MACHINE OFF
4,0.082,7.869,MACHINE ON + WORKING
3,0.121,1.142,MACHINE ON (Idle)
5,0.045,0.369,MACHINE OFF
4,0.104,1.132,MACHINE ON + WORKING
5,0.158,5.596,MACHINE ON + WORKING
5,0.044,0.434,MACHINE OFF
5,0.107,0.743,MACHINE ON (Idle)
4,0.132,6.54,MACHINE ON + WORKING
3,0.024,0.42,MACHINE OFF
5,0.159,2.814,MACHINE ON + WORKING
1,0.11,0.785,MACHINE ON (Idle)
3,0.03,0.396,MACHINE OFF
5,0.039,0.279,MACHINE OFF
4,0.136,0.514,MACHINE ON (Idle)
5,0.057,0.607,MACHINE OFF
5,0.042,0.548,MACHINE OFF
2,0.116,1.119,MACHINE ON (Idle)
1,0.133,4.194,MACHINE ON + WORKING
1,0.105,1.394,MACHINE ON (Idle)
4,0.038,0.134,MACHINE OFF
4,0.092,0.666,MACHINE ON (Idle)
5,0.09,1.181,MACHINE ON (Idle)
4,0.045,0.713,MACHINE ON (Idle)
3,0.032,0.226,MACHINE OFF
5,0.163,3.361,MACHINE ON + WORKING
3,0.097,1.122,MACHINE ON (Idle)
4,0.125,2.718,MACHINE ON + WORKING
2,0.172,2.376,MACHINE ON + WORKING
5,0.189,6.145,MACHINE ON + WORKING
1,0.133,2.712,MACHINE ON + WORKING
1,0.15,5.675,MACHINE ON + WORKING
2,0.093,1.018,MACHINE ON (Idle)
2,0.043,0.17,MACHINE OFF
1,0.107,0.551,MACHINE ON (Idle)
5,0.097,1.048,MACHINE ON (Idle)
5,0.059,0.614,MACHINE OFF
1,0.133,6.031,MACHINE ON + WORKING
3,0.113,1.431,MACHINE ON (Idle)
3,0.028,0.358,MACHINE OFF
3,0.036,0.391,MACHINE OFF
5,0.166,3.551,MACHINE ON + WORKING
5,0.137,4.402,MACHINE ON + WORKING
3,0.024,0.31,MACHINE OFF
2,0.071,0.832,MACHINE ON (Idle)
4,0.036,0.431,MACHINE OFF
2,0.083,1.224,MACHINE ON (Idle)
1,0.125,5.554,MACHINE ON + WORKING
1,0.19,2.769,MACHINE ON + WORKING
1,0.114,0.643,MACHINE ON (Idle)
1,0.03,0.041,MACHINE OFF
2,0.106,6.836,MACHINE ON + WORKING
2,0.099,0.682,MACHINE ON (Idle)
4,0.035,0.01,MACHINE OFF
5,0.097,1.142,MACHINE ON (Idle)
5,0.033,0.398,MACHINE OFF
1,0.09,1.019,MACHINE ON (Idle)
2,0.04,0.227,MACHINE OFF
1,0.134,1.188,MACHINE ON + WORKING
4,0.164,3.238,MACHINE ON + WORKING
5,0.157,5.377,MACHINE ON + WORKING
5,0.029,0.541,MACHINE OFF
2,0.04,0.923,MACHINE OFF
2,0.07,0.788,MACHINE ON (Idle)
2,0.145,1.806,MACHINE ON + WORKING
1,0.15,1.82,MACHINE ON + WORKING
1,0.132,1.056,MACHINE ON + WORKING
4,0.049,0.115,MACHINE OFF
5,0.131,1.225,MACHINE ON (Idle)
4,0.111,0.477,MACHINE ON (Idle)
4,0.115,1.083,MACHINE ON (Idle)
3,0.193,4.289,MACHINE ON + WORKING
2,0.048,0.141,MACHINE OFF
3,0.135,2.284,MACHINE ON + WORKING
5,0.04,0.535,MACHINE OFF
3,0.192,1.931,MACHINE ON + WORKING
4,0.033,0.01,MACHINE OFF
3,0.028,0.422,MACHINE OFF
3,0.093,1.235,MACHINE ON (Idle)
5,0.101,0.889,MACHINE ON (Idle)
2,0.095,0.438,MACHINE ON + WORKING
1,0.037,0.068,MACHINE OFF
2,0.156,0.854,MACHINE ON + WORKING
1,0.147,2.589,MACHINE ON + WORKING
5,0.123,0.986,MACHINE ON (Idle)
1,0.028,0.092,MACHINE OFF
4,0.101,0.845,MACHINE ON (Idle)
3,0.112,6.732,MACHINE ON + WORKING
5,0.111,2.009,MACHINE ON + WORKING
4,0.186,0.01,MACHINE ON + WORKING
4,0.086,0.858,MACHINE ON (Idle)
5,0.044,0.418,MACHINE OFF
1,0.096,0.753,MACHINE ON (Idle)
2,0.163,4.478,MACHINE ON + WORKING
4,0.145,2.686,MACHINE ON + WORKING
4,0.093,0.595,MACHINE ON (Idle)
1,0.096,6.047,MACHINE ON + WORKING
2,0.128,2.743,MACHINE ON + WORKING
3,0.1,0.777,MACHINE ON (Idle)
3,0.059,0.979,MACHINE ON (Idle)
5,0.129,1.511,MACHINE ON (Idle)
1,0.033,0.01,MACHINE OFF
1,0.153,0.808,MACHINE ON + WORKING
5,0.091,1.186,MACHINE ON (Idle)
2,0.147,1.034,MACHINE ON (Idle)
2,0.072,1.132,MACHINE ON (Idle)
1,0.039,0.164,MACHINE OFF
1,0.034,0.01,MACHINE OFF
1,0.088,0.845,MACHINE ON (Idle)
1,0.133,1.763,MACHINE ON + WORKING
1,0.1,2.877,MACHINE ON + WORKING
1,0.143,3.951,MACHINE ON + WORKING
2,0.121,0.924,MACHINE ON (Idle)
2,0.028,0.207,MACHINE OFF
2,0.032,0.198,MACHINE OFF
3,0.121,1.118,MACHINE ON (Idle)
2,0.149,0.818,MACHINE ON + WORKING
4,0.041,0.2,MACHINE OFF
2,0.091,0.853,MACHINE ON (Idle)
4,0.043,0.112,MACHINE OFF
5,0.15,8.143,MACHINE ON + WORKING
5,0.176,2.847,MACHINE ON + WORKING
2,0.105,1.635,MACHINE ON (Idle)
4,0.049,0.014,MACHINE OFF
4,0.094,0.943,MACHINE ON (Idle)
3,0.091,1.238,MACHINE ON (Idle)
5,0.079,0.969,MACHINE ON (Idle)
3,0.08,1.419,MACHINE ON (Idle)
3,0.081,0.841,MACHINE ON (Idle)
1,0.114,1.127,MACHINE ON (Idle)
4,0.115,1.197,MACHINE ON (Idle)
3,0.157,2.715,MACHINE ON + WORKING
1,0.099,1.105,MACHINE ON (Idle)
3,0.039,0.391,MACHINE OFF
4,0.11,0.973,MACHINE ON (Idle)
1,0.104,0.932,MACHINE ON (Idle)
2,0.028,0.211,MACHINE OFF
1,0.098,0.569,MACHINE ON (Idle)
5,0.102,0.628,MACHINE ON (Idle)
4,0.146,2.654,MACHINE ON + WORKING
3,0.028,0.463,MACHINE OFF
4,0.127,3.193,MACHINE ON + WORKING
2,0.144,2.728,MACHINE ON + WORKING
5,0.052,0.398,MACHINE OFF
3,0.166,2.544,MACHINE ON + WORKING
1,0.038,0.228,MACHINE OFF
3,0.026,0.28,MACHINE OFF
5,0.114,0.914,MACHINE ON (Idle)
2,0.139,1.294,MACHINE ON + WORKING
1,0.098,0.46,MACHINE ON (Idle)
2,0.057,0.187,MACHINE OFF
2,0.032,0.014,MACHINE OFF
2,0.108,1.152,MACHINE ON (Idle)
1,0.021,0.01,MACHINE OFF
4,0.118,1.222,MACHINE ON + WORKING
5,0.113,0.968,MACHINE ON (Idle)
4,0.116,0.705,MACHINE ON (Idle)
5,0.097,1.462,MACHINE ON (Idle)
4,0.027,0.01,MACHINE OFF
2,0.083,0.762,MACHINE ON (Idle)
2,0.05,1.224,MACHINE ON (Idle)
4,0.213,3.887,MACHINE ON + WORKING
4,0.142,2.355,MACHINE ON + WORKING
3,0.132,2.896,MACHINE ON + WORKING
5,0.125,1.383,MACHINE ON + WORKING
2,0.12,1.012,MACHINE ON (Idle)
3,0.065,0.318,MACHINE OFF
5,0.132,0.638,MACHINE ON + WORKING
2,0.201,1.466,MACHINE ON + WORKING
2,0.036,0.278,MACHINE OFF
4,0.129,1.01,MACHINE ON (Idle)
3,0.028,0.401,MACHINE OFF
4,0.051,0.786,MACHINE OFF
4,0.143,1.169,MACHINE ON + WORKING
5,0.092,1.242,MACHINE ON (Idle)
1,0.015,0.01,MACHINE OFF
4,0.142,0.212,MACHINE ON (Idle)
3,0.034,0.247,MACHINE OFF
4,0.027,0.843,MACHINE OFF
4,0.142,9.5,MACHINE ON + WORKING
4,0.044,0.644,MACHINE ON (Idle)
5,0.138,1.023,MACHINE ON (Idle)
5,0.046,0.407,MACHINE OFF
3,0.022,0.454,MACHINE OFF
1,0.146,0.01,MACHINE ON + WORKING
5,0.189,5.382,MACHINE ON + WORKING
1,0.041,0.233,MACHINE OFF
5,0.101,1.35,MACHINE ON (Idle)
5,0.194,4.721,MACHINE ON + WORKING
1,0.021,0.231,MACHINE OFF
4,0.046,0.01,MACHINE OFF
5,0.056,0.339,MACHINE OFF
3,0.086,1.335,MACHINE ON (Idle)
1,0.114,2.622,MACHINE ON + WORKING
3,0.135,2.4,MACHINE ON + WORKING
3,0.104,0.483,MACHINE ON (Idle)
3,0.102,1.854,MACHINE ON + WORKING
4,0.137,3.619,MACHINE ON + WORKING
1,0.106,0.652,MACHINE ON (Idle)
4,0.103,0.746,MACHINE ON (Idle)
4,0.038,0.136,MACHINE OFF
5,0.116,6.486,MACHINE ON + WORKING
3,0.015,0.35,MACHINE OFF
1,0.085,0.06,MACHINE ON + WORKING
1,0.046,0.06,MACHINE OFF
3,0.17,9.5,MACHINE ON + WORKING
3,0.136,5.411,MACHINE ON + WORKING
1,0.059,0.113,MACHINE OFF
1,0.04,0.016,MACHINE OFF
3,0.089,0.596,MACHINE ON (Idle)
2,0.043,0.159,MACHINE OFF
5,0.174,0.688,MACHINE ON + WORKING
4,0.038,0.01,MACHINE OFF
2,0.126,3.12,MACHINE ON + WORKING
5,0.091,1.307,MACHINE ON (Idle)
3,0.018,0.254,MACHINE OFF
1,0.117,0.952,MACHINE ON (Idle)
3,0.143,0.298,MACHINE ON + WORKING
3,0.123,1.245,MACHINE ON (Idle)
3,0.099,0.941,MACHINE ON (Idle)
5,0.054,0.643,MACHINE OFF
5,0.098,0.613,MACHINE ON + WORKING
5,0.042,1.004,MACHINE OFF
3,0.028,0.427,MACHINE OFF
4,0.046,0.203,MACHINE OFF
4,0.087,0.712,MACHINE ON (Idle)
5,0.164,3.791,MACHINE ON + WORKING
5,0.047,0.613,MACHINE OFF
5,0.092,0.924,MACHINE ON (Idle)
3,0.109,1.109,MACHINE ON (Idle)
2,0.05,0.145,MACHINE OFF
3,0.027,0.337,MACHINE OFF
1,0.057,0.118,MACHINE OFF
4,0.15,3.229,MACHINE ON + WORKING
5,0.179,1.205,MACHINE ON + WORKING
1,0.032,0.14,MACHINE OFF
1,0.166,0.58,MACHINE ON + WORKING
2,0.126,0.613,MACHINE ON (Idle)
4,0.177,4.025,MACHINE ON + WORKING
2,0.12,0.882,MACHINE ON (Idle)
3,0.085,1.026,MACHINE ON (Idle)
3,0.043,0.409,MACHINE OFF
2,0.095,0.652,MACHINE ON (Idle)
4,0.122,0.767,MACHINE ON (Idle)
2,0.188,2.892,MACHINE ON + WORKING
3,0.023,0.857,MACHINE OFF
4,0.036,0.046,MACHINE OFF
1,0.097,0.747,MACHINE ON (Idle)
4,0.043,0.01,MACHINE OFF
5,0.042,0.546,MACHINE OFF
5,0.037,0.448,MACHINE OFF
4,0.093,1.217,MACHINE ON (Idle)
2,0.091,0.792,MACHINE ON (Idle)
1,0.053,0.148,MACHINE OFF
5,0.047,0.346,MACHINE OFF
5,0.134,0.803,MACHINE ON (Idle)
2,0.109,0.502,MACHINE ON (Idle)
2,0.097,0.8,MACHINE ON (Idle)
2,0.039,0.069,MACHINE OFF
1,0.187,0.01,MACHINE ON + WORKING
2,0.043,0.284,MACHINE OFF
2,0.153,5.235,MACHINE ON + WORKING
5,0.147,2.327,MACHINE ON + WORKING
3,0.093,0.901,MACHINE ON (Idle)
2,0.086,0.717,MACHINE ON (Idle)
1,0.118,0.798,MACHINE ON (Idle)
4,0.036,0.096,MACHINE OFF
4,0.031,0.01,MACHINE OFF
3,0.114,6.718,MACHINE ON + WORKING
5,0.11,1.028,MACHINE ON (Idle)
1,0.196,3.288,MACHINE ON + WORKING
1,0.022,0.181,MACHINE OFF
1,0.044,0.01,MACHINE OFF
5,0.065,1.156,MACHINE ON (Idle)
1,0.045,0.16,MACHINE OFF
5,0.044,0.424,MACHINE OFF
2,0.037,0.204,MACHINE OFF
2,0.039,0.016,MACHINE OFF
2,0.038,0.354,MACHINE OFF
1,0.028,0.3,MACHINE OFF
2,0.103,0.581,MACHINE ON (Idle)
4,0.134,2.396,MACHINE ON + WORKING
3,0.027,0.182,MACHINE OFF
2,0.202,0.596,MACHINE ON + WORKING
2,0.044,0.01,MACHINE OFF
3,0.124,2.358,MACHINE ON + WORKING
5,0.045,0.478,MACHINE OFF
4,0.167,3.234,MACHINE ON + WORKING
2,0.084,1.102,MACHINE ON (Idle)
4,0.096,2.338,MACHINE ON + WORKING
2,0.11,4.725,MACHINE ON + WORKING
1,0.099,0.798,MACHINE ON (Idle)
5,0.084,0.823,MACHINE ON (Idle)
2,0.053,0.202,MACHINE OFF
5,0.107,1.283,MACHINE ON (Idle)
3,0.028,0.255,MACHINE OFF
2,0.044,0.059,MACHINE OFF
4,0.142,8.775,MACHINE ON + WORKING
1,0.036,0.175,MACHINE OFF
2,0.121,0.959,MACHINE ON (Idle)
1,0.119,0.511,MACHINE ON (Idle)
4,0.047,0.01,MACHINE OFF
1,0.039,0.251,MACHINE OFF
5,0.089,0.607,MACHINE ON (Idle)
3,0.085,1.092,MACHINE ON (Idle)
1,0.132,6.558,MACHINE ON + WORKING
3,0.063,4.71,MACHINE ON + WORKING
5,0.153,4.582,MACHINE ON + WORKING
1,0.112,1.058,MACHINE ON (Idle)
2,0.118,4.413,MACHINE ON + WORKING
2,0.073,0.897,MACHINE ON (Idle)
2,0.039,0.6,MACHINE OFF
5,0.079,0.983,MACHINE ON (Idle)
1,0.038,0.155,MACHINE OFF
3,0.029,0.396,MACHINE OFF
5,0.087,1.325,MACHINE ON (Idle)
1,0.04,0.096,MACHINE OFF
3,0.1,0.544,MACHINE ON (Idle)
4,0.109,1.37,MACHINE ON (Idle)
2,0.16,1.118,MACHINE ON + WORKING
5,0.098,2.143,MACHINE ON + WORKING
5,0.048,0.522,MACHINE OFF
4,0.07,0.847,MACHINE ON (Idle)
5,0.103,1.101,MACHINE ON (Idle)
3,0.089,1.178,MACHINE ON (Idle)
4,0.161,3.474,MACHINE ON + WORKING
4,0.114,0.696,MACHINE ON (Idle)
3,0.031,0.431,MACHINE OFF
3,0.022,0.281,MACHINE OFF
3,0.09,1.464,MACHINE ON (Idle)
2,0.045,0.244,MACHINE OFF
5,0.129,4.555,MACHINE ON + WORKING
1,0.099,4.584,MACHINE ON + WORKING
1,0.042,0.112,MACHINE OFF
5,0.038,0.555,MACHINE OFF
1,0.131,4.772,MACHINE ON + WORKING
5,0.106,1.479,MACHINE ON (Idle)
4,0.079,1.162,MACHINE ON (Idle)
5,0.042,0.477,MACHINE OFF
3,0.104,1.468,MACHINE ON + WORKING
2,0.081,0.822,MACHINE ON (Idle)
2,0.112,0.762,MACHINE ON (Idle)
4,0.109,0.284,MACHINE ON (Idle)
3,0.03,0.216,MACHINE OFF
3,0.153,3.612,MACHINE ON + WORKING
3,0.107,1.196,MACHINE ON (Idle)
3,0.088,6.517,MACHINE ON + WORKING
4,0.113,1.031,MACHINE ON (Idle)
1,0.07,0.728,MACHINE ON (Idle)
2,0.02,0.01,MACHINE OFF
1,0.078,0.512,MACHINE ON (Idle)
3,0.093,1.133,MACHINE ON (Idle)
3,0.047,0.273,MACHINE OFF
5,0.051,0.515,MACHINE OFF
2,0.17,6.014,MACHINE ON + WORKING
3,0.155,1.285,MACHINE ON + WORKING
3,0.097,0.942,MACHINE ON (Idle)
5,0.077,1.276,MACHINE ON (Idle)
1,0.114,1.032,MACHINE ON (Idle)
4,0.179,0.975,MACHINE ON + WORKING
5,0.108,0.874,MACHINE ON (Idle)
3,0.117,0.925,MACHINE ON (Idle)
3,0.073,1.667,MACHINE ON (Idle)
1,0.104,0.95,MACHINE ON (Idle)
4,0.073,0.75,MACHINE ON (Idle)
5,0.044,0.492,MACHINE OFF
1,0.109,3.055,MACHINE ON + WORKING
5,0.037,0.247,MACHINE OFF
5,0.123,1.084,MACHINE ON (Idle)
2,0.104,0.615,MACHINE ON (Idle)
3,0.075,1.027,MACHINE ON (Idle)
4,0.109,0.711,MACHINE ON (Idle)
3,0.036,0.529,MACHINE OFF
3,0.059,0.864,MACHINE ON (Idle)
3,0.039,0.405,MACHINE OFF
1,0.07,1.082,MACHINE ON (Idle)
4,0.082,2.971,MACHINE ON + WORKING
1,0.033,0.067,MACHINE OFF
5,0.098,3.842,MACHINE ON + WORKING
1,0.114,1.489,MACHINE ON + WORKING
3,0.016,0.337,MACHINE OFF
5,0.05,0.457,MACHINE OFF
1,0.091,0.879,MACHINE ON (Idle)
1,0.025,0.36,MACHINE OFF
1,0.108,0.989,MACHINE ON (Idle)
2,0.099,2.377,MACHINE ON + WORKING
4,0.093,0.635,MACHINE ON (Idle)
2,0.03,0.176,MACHINE OFF
5,0.051,0.63,MACHINE OFF
4,0.117,3.801,MACHINE ON + WORKING
3,0.026,0.789,MACHINE OFF
1,0.174,0.882,MACHINE ON + WORKING
2,0.118,5.54,MACHINE ON + WORKING
3,0.116,1.38,MACHINE ON (Idle)
2,0.041,0.288,MACHINE OFF
3,0.029,0.503,MACHINE OFF
5,0.156,1.057,MACHINE ON + WORKING
2,0.157,4.927,MACHINE ON + WORKING
5,0.123,0.818,MACHINE ON (Idle)
2,0.102,0.01,MACHINE ON + WORKING
3,0.107,6.789,MACHINE ON + WORKING
2,0.03,0.214,MACHINE OFF
3,0.125,6.637,MACHINE ON + WORKING
3,0.087,1.308,MACHINE ON (Idle)
4,0.155,0.923,MACHINE ON + WORKING
1,0.031,0.196,MACHINE OFF
2,0.031,0.108,MACHINE OFF
4,0.117,0.445,MACHINE ON (Idle)
5,0.035,0.233,MACHINE OFF
2,0.094,0.94,MACHINE ON (Idle)
5,0.053,0.414,MACHINE OFF
1,0.098,0.6,MACHINE ON (Idle)
3,0.151,4.9,MACHINE ON + WORKING
2,0.087,5.222,MACHINE ON + WORKING
5,0.038,0.544,MACHINE OFF
1,0.155,7.308,MACHINE ON + WORKING
4,0.036,0.103,MACHINE OFF
1,0.05,0.137,MACHINE OFF
1,0.08,4.932,MACHINE ON + WORKING
3,0.122,0.87,MACHINE ON (Idle)
4,0.093,0.241,MACHINE ON (Idle)
3,0.061,0.844,MACHINE ON (Idle)
1,0.138,0.895,MACHINE ON + WORKING
5,0.102,1.307,MACHINE ON (Idle)
2,0.112,0.733,MACHINE ON (Idle)
1,0.129,4.567,MACHINE ON + WORKING
3,0.066,0.855,MACHINE ON (Idle)
2,0.113,0.01,MACHINE ON + WORKING
5,0.112,1.221,MACHINE ON (Idle)
2,0.128,0.866,MACHINE ON (Idle)
2,0.097,1.087,MACHINE ON (Idle)
4,0.045,0.048,MACHINE OFF
3,0.096,7.48,MACHINE ON + WORKING
1,0.031,0.059,MACHINE OFF
1,0.104,0.572,MACHINE ON (Idle)
4,0.068,1.035,MACHINE ON (Idle)
5,0.044,0.449,MACHINE OFF
1,0.155,0.991,MACHINE ON + WORKING
1,0.138,6.548,MACHINE ON + WORKING
4,0.087,0.582,MACHINE ON (Idle)
5,0.058,0.348,MACHINE OFF
1,0.097,2.809,MACHINE ON + WORKING
3,0.043,0.279,MACHINE OFF
3,0.035,0.407,MACHINE OFF
1,0.032,0.118,MACHINE OFF
5,0.034,0.316,MACHINE OFF
2,0.142,0.808,MACHINE ON (Idle)
1,0.032,0.273,MACHINE OFF
3,0.108,1.277,MACHINE ON (Idle)
2,0.168,3.982,MACHINE ON + WORKING
3,0.043,0.226,MACHINE OFF
5,0.082,1.118,MACHINE ON (Idle)
3,0.129,2.532,MACHINE ON + WORKING
4,0.024,0.099,MACHINE OFF
1,0.176,4.612,MACHINE ON + WORKING
1,0.135,4.601,MACHINE ON + WORKING
1,0.035,0.076,MACHINE OFF
2,0.095,1.102,MACHINE ON (Idle)
5,0.048,0.342,MACHINE OFF
2,0.094,0.733,MACHINE ON (Idle)
5,0.114,2.701,MACHINE ON + WORKING
4,0.099,0.434,MACHINE ON (Idle)
1,0.106,0.537,MACHINE ON (Idle)
5,0.033,0.519,MACHINE OFF
2,0.14,0.462,MACHINE ON (Idle)
4,0.039,0.01,MACHINE OFF
1,0.108,0.858,MACHINE ON (Idle)
5,0.078,3.551,MACHINE ON + WORKING
4,0.123,0.01,MACHINE ON + WORKING
2,0.111,1.165,MACHINE ON (Idle)
1,0.037,0.01,MACHINE OFF
2,0.031,0.135,MACHINE OFF
4,0.034,0.01,MACHINE OFF
5,0.12,5.072,MACHINE ON + WORKING
5,0.047,0.438,MACHINE OFF
2,0.046,0.325,MACHINE OFF
3,0.142,2.531,MACHINE ON + WORKING
5,0.03,0.43,MACHINE OFF
5,0.12,1.151,MACHINE ON (Idle)
5,0.136,1.328,MACHINE ON + WORKING
2,0.028,0.157,MACHINE OFF
2,0.036,0.302,MACHINE OFF
2,0.028,0.227,MACHINE OFF
4,0.027,0.098,MACHINE OFF
4,0.131,0.759,MACHINE ON (Idle)
4,0.13,1.598,MACHINE ON + WORKING
2,0.04,0.161,MACHINE OFF
1,0.223,0.787,MACHINE ON + WORKING
3,0.043,0.347,MACHINE OFF
5,0.12,0.75,MACHINE ON (Idle)
4,0.052,0.995,MACHINE ON (Idle)
2,0.195,3.499,MACHINE ON + WORKING
2,0.176,3.034,MACHINE ON + WORKING
4,0.043,0.01,MACHINE OFF
3,0.142,0.84,MACHINE ON + WORKING
3,0.142,1.082,MACHINE ON + WORKING
5,0.072,1.513,MACHINE ON (Idle)
4,0.16,1.004,MACHINE ON + WORKING
3,0.129,1.298,MACHINE ON + WORKING
3,0.031,0.168,MACHINE OFF
5,0.023,0.513,MACHINE OFF
3,0.024,0.159,MACHINE OFF
5,0.15,0.683,MACHINE ON + WORKING
3,0.133,4.422,MACHINE ON + WORKING
1,0.092,0.608,MACHINE ON (Idle)
1,0.192,3.3,MACHINE ON + WORKING
2,0.154,2.563,MACHINE ON + WORKING
4,0.108,0.698,MACHINE ON (Idle)
1,0.101,1.37,MACHINE ON (Idle)
5,0.089,6.321,MACHINE ON + WORKING
4,0.036,0.163,MACHINE OFF
4,0.13,1.143,MACHINE ON (Idle)
3,0.12,1.163,MACHINE ON (Idle)
3,0.112,5.899,MACHINE ON + WORKING
3,0.121,3.29,MACHINE ON + WORKING
1,0.092,0.805,MACHINE ON (Idle)
5,0.113,0.813,MACHINE ON (Idle)
3,0.116,1.27,MACHINE ON + WORKING
4,0.033,0.135,MACHINE OFF
4,0.11,0.847,MACHINE ON (Idle)
4,0.167,0.685,MACHINE ON + WORKING
1,0.114,0.762,MACHINE ON (Idle)
2,0.064,3.0,MACHINE ON + WORKING
5,0.111,1.382,MACHINE ON (Idle)
1,0.031,0.123,MACHINE OFF
4,0.13,0.01,MACHINE ON + WORKING
4,0.098,2.102,MACHINE ON + WORKING
4,0.043,0.01,MACHINE OFF
5,0.11,5.058,MACHINE ON + WORKING
3,0.159,1.515,MACHINE ON (Idle)
